Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2013-10-04;0;966,8;12,6;36;27,2;19,8;44,3;17;9,4;1,5;
2013-10-05;0;965,9;12,9;36,8;27,6;18,9;44,7;18;6,9;1,3;
2013-10-06;0;965,5;14,1;37,2;27,8;20,2;48;18;7;1,2;
2013-10-07;0;967,1;12,9;35,9;27,7;19,7;43,5;16;8,2;1,4;
2013-10-08;0;967,6;12,9;35,2;28,8;23,8;40,5;18;8,4;2,4;
2013-10-09;0;967,1;12,7;34,8;28,1;21,3;41,6;20;9;2,5;
2013-10-10;0;966,2;11,5;35,1;28,5;22,6;36,8;20;9,4;2,6;
2013-10-11;0;966,5;15,1;33,2;27,4;22,9;48,2;30;11,7;3,2;
2013-10-12;0;966,9;17;32,9;26,6;22,7;57,3;34;12,6;3,3;
2013-10-13;7,4;967,3;16,4;33,6;26,5;20,4;58,6;25;12,9;2,8;
2013-10-14;0;966,5;14,8;34,9;27,8;21,9;49,6;20;8,9;2,4;
2013-10-15;0;965,9;15,1;36;28,3;22,8;48,1;23;10,3;2,5;
2013-10-16;0;965,8;15,2;35,5;28,6;24,1;46,8;24;9,8;2,3;
2013-10-17;0;965,4;14,6;36;28,5;20,3;46,4;19;7,5;2,1;
2013-10-18;0;965,1;15,4;34,8;28;22,6;48,9;25;9,6;1,4;
2013-10-19;0;965,5;14,6;35,6;28,2;23;46,4;24;8,5;2,1;
2013-10-20;0;966,4;12,8;35,8;27,8;22,4;44,3;16;9,1;1,9;
2013-10-21;0;966,1;12,5;36;28,5;20;40,6;19;8,9;1,7;
2013-10-22;0;965,2;12,1;35,6;28;21,3;40,5;18;12,3;1,9;
2013-10-23;0;965,3;13,5;36;29;23,2;41,3;21;8;2,2;
2013-10-24;0;966,7;14,6;33,5;27,4;22,4;47,4;28;8,8;2,3;
2013-10-25;0;967,1;14,5;34,5;27,7;22,7;47,3;23;9,2;2,1;
2013-10-26;0;965,3;13,6;35,7;28,4;22,4;43;22;10,5;2,2;
2013-10-27;0;965;15,4;35,2;28,3;22,8;47,7;26;10,5;1,7;
2013-10-28;0;964,9;16,6;35,1;28,2;23,8;52,6;27;7,1;1,9;
2013-10-29;0;964,6;16,2;35,3;27,9;23,1;51,6;27;6,5;1,7;
2013-10-30;8,8;964,5;15,8;35;27,1;22,2;56,7;17;11,7;1,6;
2013-10-31;,4;964,4;13,9;35,4;28,2;22,4;46;19;8,3;1,9;
2013-11-01;0;964,4;13;35,3;27,6;20;44,8;19;9,2;1,9;
2013-11-02;0;964,4;13,9;35,6;28,5;23,1;42,8;24;7,7;2,3;
2013-11-03;0;963,6;15,8;35,3;27,9;22,2;50,2;25;10,5;1,8;
2013-11-04;28,6;964,5;17,7;31;25,1;20,4;65,9;38;6,5;1,4;
2013-11-05;0;964,9;17,3;32,3;26;21,5;62;33;8,7;1,7;
2013-11-06;0;965,4;16,2;35,9;28,4;22,4;52;22;7,2;1,5;
2013-11-07;0;965,9;14,6;35,5;28,7;22;45,5;19;8,4;1,9;
2013-11-08;0;964,8;14,1;35,1;28,2;21,8;44,5;23;7,6;1,8;
2013-11-09;0;963,9;15,3;34,9;28,2;21,3;47,8;26;8,5;1,7;
2013-11-10;0;963,1;16,4;36,3;28,4;22,4;51,5;23;7,9;1,5;
2013-11-11;1,4;964,6;17,3;33,4;27,3;22,4;57,7;31;9;1,8;
2013-11-12;0;965,1;16,2;33,2;26,8;22;54,9;29;8;1,5;
2013-11-13;0;964,5;15,5;35,3;27,7;21,3;51;25;7;1,5;
2013-11-14;0;964,8;15,2;34,1;27,8;24;47,9;25;8;1,5;
2013-11-15;0;965,3;13;34,6;28,4;23,2;41,1;20;7,4;2;
2013-11-16;0;965,3;12,6;32,4;27,3;22,5;41,2;28;8;2;
2013-11-17;0;964,7;12,1;34,4;27,7;21,9;39,3;24;8,2;1,8;
2013-11-18;0;964,2;12,9;34,9;26,7;19,6;45,6;22;9,5;1,9;
2013-11-19;0;964,2;13,1;35,4;28,1;21,2;42,1;23;9,5;2,1;
2013-11-20;0;965,2;13,7;34,5;27,9;21,7;43,8;25;11,7;2,3;
2013-11-21;0;964,5;13,4;34;27,8;22,2;42,6;26;7,6;2,2;
2013-11-22;0;962,6;16,1;32,4;27,5;22,9;50,8;34;7;1,2;
2013-11-23;0;963,3;17,9;33;27,1;23,6;58,7;37;8,2;1,7;
2013-11-24;0;964,6;16,7;34,9;28;23,8;52,6;27;7,3;1,6;
2013-11-25;6,4;964,5;19,3;32,1;26,5;21,8;66,2;42;5,8;1,1;
2013-11-26;1,8;961,8;18,9;34,5;27,5;23,2;62,7;30;6,1;1,3;
2013-11-27;1;960,9;18,6;31,8;26,5;21,8;63,7;40;6,9;1,3;
2013-11-28;0;963,3;16,1;31,8;26,3;22,2;55,8;33;7,7;1,3;
2013-11-29;0;964,3;15,5;35,4;27,3;21,8;52,2;26;7,4;1,5;
2013-11-30;0;964,8;14,1;35,7;27,5;19,3;47,5;23;8,6;1,6;
2013-12-01;0;963,9;13,6;35,9;28,3;23,3;44;20;8,9;1,9;
2013-12-02;0;964,2;14,8;35,9;28,9;23,6;45;22;8,6;1,8;
2013-12-03;0;966;15,6;35,7;28,8;23,4;46,9;25;10,8;1,1;
2013-12-04;0;965,7;15;37,1;28,5;21,3;47,7;22;8,3;1,3;
2013-12-05;0;964,6;17,3;34,2;27,3;22,3;56,8;31;6,9;1,4;
2013-12-06;0;964,6;16,4;33,2;27,5;23,8;52,3;32;7,8;2,1;
2013-12-07;0;965,5;15,8;34,3;26,8;20,8;53,8;27;10;1,2;
2013-12-08;0;965,3;13,9;35,9;28;21;46,1;21;8;1,4;
2013-12-09;0;965,3;14,5;36,1;28,8;21,8;45,8;19;8,1;1,5;
2013-12-10;0;965,3;13,2;36,6;28,6;24;42,7;15;8,3;1,6;
2013-12-11;0;965,2;13,9;35,8;27,5;21,7;46,6;21;7,8;1,3;
2013-12-12;0;965,4;15,3;33;26,7;21,1;51,2;30;7,8;1,7;
2013-12-13;0;965,1;15,4;34,8;27,2;22,2;51,3;26;11,4;1,7;
2013-12-14;0;964,4;14,6;35,8;28,2;20,7;46,3;26;8;1,5;
2013-12-15;13,6;963,7;18,3;34,4;27,8;21,8;60,4;29;8,1;1,3;
2013-12-16;,8;963,3;19,1;31,9;26,6;21,7;65,3;38;6,8;1,3;
2013-12-17;0;962,7;18,1;31;26,3;22,6;62,2;41;7;1,3;
2013-12-18;,2;962,8;19,1;30,8;26,1;22,5;66,7;45;5,2;1,1;
2013-12-19;6,8;963,2;20,1;28,8;24,2;21,3;79;56;23,4;1,4;
2013-12-20;15;963,2;21;26,7;23,5;21,2;86;69;6,5;1,4;
2013-12-21;8,8;963,6;20,6;28,2;23,9;20,7;83;61;6,9;1,1;
2013-12-22;,6;963,9;19,7;32,4;26;22,8;71,7;37;9,1;1,2;
2013-12-23;11;964,8;19,5;31,9;26;22;71;38;8,8;1,8;
2013-12-24;0;964,6;18;32,7;26,5;22;62,7;33;8,2;1,6;
2013-12-25;0;964,9;17,8;33,6;26,8;21;61,2;31;7,7;1,4;
2013-12-26;0;965,4;16,8;34;26,6;21,4;58,5;27;8;1,4;
2013-12-27;0;966,4;17,6;32,2;26,5;22,6;59,8;36;9,1;2;
2013-12-28;0;966,1;17,3;34,3;26,6;21;59,7;31;15;1,6;
2013-12-29;0;966,1;16,6;33,6;26,2;19,1;59,5;30;6,8;1,4;
2013-12-30;0;966,1;16,9;33,4;26,6;21,2;58,5;30;7;1,5;
2013-12-31;0;965,5;16,2;33,4;25,9;20,3;58,5;29;8,1;1,6;
2014-01-01;0;964,7;16;34,5;26,9;20,4;54,6;27;8;1,6;
2014-01-02;0;963,6;15,4;33,9;27;20,5;51,9;28;7,8;1,6;
2014-01-03;,2;964,3;17,1;33,2;26,7;21,7;58,7;31;7,5;1,7;
2014-01-04;4;966,1;16,6;33,7;26,9;21;56,8;28;7,5;1,6;
2014-01-05;0;965,9;16,6;34,1;26,6;20,7;58,3;26;8,4;1,6;
2014-01-06;0;965,2;15,3;34,3;27,6;23,1;48,4;30;7,9;1,8;
2014-01-07;0;964,8;15;31,7;26,5;22;50,1;34;7,9;2,2;
2014-01-08;0;964,1;13,5;33;26,6;21,7;46,5;27;9,2;2,2;
2014-01-09;0;964,3;15,8;33,6;26,2;19,6;55,4;29;9;1,6;
2014-01-10;0;965,5;17,9;32,3;26,2;23;61,4;36;11,2;1,3;
2014-01-11;1,2;965,4;15,6;34,7;27,2;22,1;55,6;20;8,4;1,8;
2014-01-12;,8;966,5;16,9;33;26,9;23,2;55,9;34;10,4;1,6;
2014-01-13;10,6;967,5;18,8;32,2;26,3;20,7;65,5;40;6,9;1,4;
2014-01-14;,4;966,9;18,4;33,5;27,1;23,1;62,2;32;9,3;1,6;
2014-01-15;0;966,2;17,9;33,4;27,4;23,4;58;32;7;1,9;
2014-01-16;0;965,7;16,2;35;27,9;21,7;51;29;7,7;1,7;
2014-01-17;0;966,5;17,2;34,8;27,5;22,9;56,2;27;6,1;1,5;
2014-01-18;0;965,8;17,2;35,8;27,9;23,1;54,9;27;8;1,2;
2014-01-19;9,4;965,2;21,3;31,5;25,7;21,7;77,7;49;6,2;1,2;
2014-01-20;11,2;965,3;20,6;31,4;25,5;21,8;76,1;46;6,4;1,4;
2014-01-21;2,6;966,2;19,3;31,7;25,8;21,8;70,1;39;7,5;1,3;
2014-01-22;0;966,2;18,3;31,3;26;20,8;66;34;6,7;1;
2014-01-23;0;965,7;15,4;34,1;26,3;19,7;56,6;25;7,3;1,4;
2014-01-24;0;964,2;17,4;35,1;26,5;21;60,6;28;7,5;1,2;
2014-01-25;0;964,1;15,9;33,9;27,1;21,6;53,5;27;10,4;1,9;
2014-01-26;0;965,1;15,8;34;27,5;21,7;51,8;28;8,5;1,8;
2014-01-27;,4;965,5;17,7;34,6;26,5;22;62,1;28;16;2,2;
2014-01-28;1,6;965,3;15,8;33;26,4;19,6;55,1;31;9,2;2,2;
2014-01-29;0;964,9;15;34,8;27,9;21,4;48;25;9,6;2,3;
2014-01-30;0;965,2;16,5;33,9;27,5;22,3;54,2;31;12,8;2;
2014-01-31;14,8;965,5;19;31,4;25,4;20,7;70,7;37;7,6;1,6;
2014-02-01;0;964,3;17,8;32,2;26;21,7;63;36;7,7;1,6;
2014-02-02;0;963,5;17,1;33,9;27,3;22,3;55,5;33;8,4;2,1;
2014-02-03;0;963;17,3;33,1;27,7;23,8;54,6;33;8,9;2;
2014-02-04;8,8;963,9;19,3;32;26,4;21,7;67,8;37;8;1,6;
2014-02-05;0;963,8;18,1;32,9;27,1;23,5;60,5;33;10,4;1,6;
2014-02-06;0;964,2;16,4;33,6;27,3;21,2;53,6;31;10,6;1,7;
2014-02-07;,4;966;19,2;33,4;25,4;22,9;70,9;33;13,4;1,6;
2014-02-08;4,4;965,5;18,9;34,4;26,8;22;65,3;31;6,7;1,4;
2014-02-09;34,4;965,4;19,8;31,5;25,5;20,9;73,1;40;6,5;1,4;
2014-02-10;11,6;965,1;19,8;32,7;26,2;21,8;70,7;38;6,7;1,5;
2014-02-11;11,8;964,5;20,5;32,3;25,9;22,3;74,9;40;7,7;1,4;
2014-02-12;,2;964;19,7;31,7;25,9;21,2;71,1;38;9,6;1,6;
2014-02-13;,6;963,6;18,5;33,2;26,4;21,3;64,3;32;5,8;1,3;
2014-02-14;0;965,2;20,6;29,6;25,1;21,7;76,9;54;5,4;1,1;
2014-02-15;,8;965,4;20,3;30,7;25,6;23,1;74;49;7,2;1,2;
2014-02-16;2,4;965;20,5;29,9;24,5;22,4;79;53;5,2;1;
2014-02-17;3,8;965,3;20,2;25,7;22,5;20,4;87,5;66;9,3;1;
2014-02-18;13,6;964,3;20,1;31,2;25;20,3;76,5;47;6,1;1,2;
2014-02-19;9,8;964,7;20,6;29,6;25;21,6;78;53;7,3;1,2;
2014-02-20;15,4;965,4;20,5;28,2;24,7;22,3;78;59;6,2;1;
2014-02-21;1,2;965,3;19,8;29,2;25,2;22,8;72,8;54;8;1,3;
2014-02-22;,4;964,9;18,4;30,9;25,3;20,8;67;45;8,5;1,8;
2014-02-23;,2;965,4;19,3;31,7;26,4;22,4;67,2;40;7,4;1,4;
2014-02-24;0;964,9;19,2;32,5;25,8;20,7;69,9;38;6,6;1,3;
2014-02-25;0;964,6;18,3;33,3;26,3;20,5;64,9;32;7,8;1,3;
2014-02-26;0;964,2;17,9;32,7;26,3;21,7;61,7;35;8;1,6;
2014-02-27;0;964,8;20,6;29,9;24,6;20,1;79,6;57;11,6;1,1;
2014-02-28;32,2;965,6;19,6;29,3;24,8;22,2;74,6;48;5;,9;
2014-03-01;0;964,8;20,1;30,8;24,7;21;77,2;49;5,7;,9;
2014-03-02;,2;964;20,2;31,2;24,8;21,7;76,9;47;6,4;1;
2014-03-03;11;963,6;20,9;31,3;25;21,5;79,3;50;5,5;1,1;
2014-03-04;71;964,7;21,3;30,7;24,8;20,7;82,4;54;7,4;1;
2014-03-05;8,2;965,1;20,9;32,8;25,9;22,3;76,2;41;7;1,3;
2014-03-06;0;965,6;19,3;28,6;24,9;22,6;72;55;7;1,5;
2014-03-07;0;966,3;20,3;27,2;23;20,8;85,8;64;8,1;1,2;
2014-03-08;1,8;966,3;20,1;30,6;24,5;20;78,3;50;6,9;1;
2014-03-09;,8;966,4;20,5;30,1;24,9;21,6;78,1;52;4,6;,9;
2014-03-10;36,4;966,2;20,7;29,9;24,3;21,1;81,9;52;6,1;1;
2014-03-11;21,6;965,1;19,8;31,4;25,1;21;75;40;6,3;1,6;
2014-03-12;0;965,7;19,6;31,7;25,3;20,9;72,2;46;6;1,2;
2014-03-13;0;966,2;19;30,6;25,6;21,4;68,1;46;8;1,6;
2014-03-14;0;966;19,4;31,3;25,2;20;72,4;42;8;1,6;
2014-03-15;0;965,2;20,7;31;25,1;21,9;77,8;45;5,9;1;
2014-03-16;13,8;965,2;20,4;31,6;25,3;21,5;76,6;43;6,5;1,4;
2014-03-17;2,2;965,2;21,3;31,8;25,2;22,5;80,6;49;9,5;1,3;
2014-03-18;14,2;965,3;21,4;31,9;25,6;21,8;79,2;45;6,5;1,1;
2014-03-19;18,8;965,7;21,4;29,3;25;21,3;81,1;60;6,2;1,3;
2014-03-20;2,2;965,5;21,4;31;25,4;22;80,2;53;6,6;1,3;
2014-03-21;,2;965,4;21,7;31,7;25,3;22,5;81,8;52;12,3;1,1;
2014-03-22;3,4;965,7;21,4;33;26,4;22,5;76,4;42;6,9;1,3;
2014-03-23;0;965,3;21;32;26;21,9;75,8;46;6,3;1,3;
2014-03-24;0;965,1;20,5;32,8;25,8;21,2;75,3;42;5,4;1;
2014-03-25;0;965,9;18,9;33,5;26;19,9;69;32;6,8;1,3;
2014-03-26;0;966,7;20,3;32;25,8;21,9;73,2;42;7,1;1,1;
2014-03-27;113,6;966,1;20,7;30,4;24,3;20,8;81,7;53;4,6;1;
2014-03-28;31,2;965,7;20,3;29,9;24,3;20,9;80,3;51;6;1,1;
2014-03-29;,2;965,8;21,1;28,1;23,9;21,5;85;66;8,3;1,1;
2014-03-30;13,2;965,8;21,8;31,3;25,4;22;81,8;52;6,2;1;
2014-03-31;30,4;966,8;20,2;30,7;25;20,3;77,2;46;10,3;1,5;
2014-04-01;null;965,8;20,7;31,3;25,5;21;76,6;49;7,7;1,2;
2014-04-02;null;965,5;19,7;30,7;25,2;22;73,4;44;5,7;1,2;
2014-04-03;null;964,9;20,3;31,7;25;20;77,3;48;4,4;,9;
2014-04-04;null;967;21,3;28,2;23,9;20,8;85,8;65;8,4;,9;
2014-04-05;null;967,6;21,2;30,5;24,8;20,8;82;53;6,9;1,1;
2014-04-06;null;967,4;21,3;30,4;25,1;21,8;81;53;5,7;1,2;
2014-04-07;null;967;20,2;30,4;24,6;19,9;77,9;50;12,2;1,3;
2014-04-08;null;966,9;20,2;30,2;24,3;20,4;79,4;54;8,1;,8;
2014-04-09;null;966,7;20,9;30,8;25,5;21,6;76,8;52;5,7;1;
2014-04-10;null;966,4;21,3;30;25;22,1;81,2;53;7,4;1,1;
2014-04-11;null;966,8;21,4;30,3;24,5;21,7;84,3;54;4,9;1,1;
2014-04-12;null;966,4;21,1;30,8;25;21,8;80,9;50;7,8;1,1;
2014-04-13;null;965,6;20,2;30,8;25,8;23,4;73;44;7,1;1,4;
2014-04-14;null;965,1;20,5;31,4;25;20,4;78,1;48;4,7;1;
2014-04-15;null;965;20,3;30,8;25;20,8;77,1;46;10,4;1,4;
2014-04-16;null;965;20,1;31,2;25,4;20,8;74,5;49;6,5;1,3;
2014-04-17;null;964,9;20,3;31,2;25,4;22;74,2;50;6,1;1,4;
2014-04-18;null;965,4;21;30,3;24,6;21,2;82;55;4,9;,9;
2014-04-19;null;966,1;21,5;31,5;25,4;21,6;80,8;51;6,9;1,1;
2014-04-20;null;966;21;32;25,5;21;78,3;48;5,8;1,1;
2014-04-21;null;965,7;20,8;31;25,1;21,8;79;52;8,4;1,2;
2014-04-22;null;965,9;21,4;29,7;24,5;21,6;84,3;58;6,2;1;
2014-04-23;null;966,1;21,4;30,4;24,6;21,6;83,9;55;5,9;1,2;
2014-04-24;null;965,7;21,3;31,6;25,3;21,2;80,3;52;5,6;1,2;
2014-04-25;null;964,7;21,1;30,9;25,1;20,7;80,1;52;6,7;1,2;
2014-04-26;null;965,1;20,7;31;25,1;20,8;78,4;50;5,3;,9;
2014-04-27;null;965,8;21,3;30,8;25;22;80,7;55;6,7;1;
2014-04-28;null;966,8;19,6;29,1;25,4;23,1;70,9;57;9,4;2;
2014-04-29;null;967;18;29,6;25,2;22,2;65;48;9,6;2,2;
2014-04-30;null;965,5;18,9;27,3;24,5;22,4;71,2;62;10,2;2,7;
2014-05-01;null;964,6;19,6;28,9;24,6;21,2;73,8;60;9,1;2;
2014-05-02;null;966,1;20,5;30,1;24,5;20,4;79,1;57;9,1;1,6;
2014-05-03;null;967,1;20,1;30,2;24,6;20,3;77,1;52;8,4;1,6;
2014-05-04;null;967,6;19,8;30;25;21,2;74,1;47;9;1,8;
2014-05-05;null;967,1;19,5;28;24;20,8;76,4;60;8,3;1,8;
2014-05-06;null;967;19,2;29,9;25;21,6;70,9;49;7,5;1,5;
2014-05-07;null;967,3;19,7;31;25,2;20,1;73,4;48;6,6;1,4;
2014-05-08;null;967,1;18,5;30,3;24,6;19,4;70,7;46;7,8;1,3;
2014-05-09;null;965,3;19,3;31,5;24,5;19,3;74,3;45;5,6;1,1;
2014-05-10;null;964,9;19,9;31,9;24,6;19,2;77,3;47;4,6;,9;
2014-05-11;null;966,3;19,8;30,6;24,7;21,1;76,1;45;6,7;1,3;
2014-05-12;null;966,8;18,1;27,9;24,6;22;67,4;57;9,9;2,7;
2014-05-13;null;966,9;17,6;28,7;24,1;20,8;67,5;50;10,2;2,2;
2014-05-14;null;966,8;18,3;28,1;24,1;20,5;70,2;58;7,3;2;
2014-05-15;null;966,2;20,8;29,5;25,1;21,5;78;60;8,4;1,5;
2014-05-16;null;965;20,7;31;25,5;22,2;77,2;46;5;1;
2014-05-17;null;965,1;19,7;31,6;24,9;20,5;75,3;42;5,3;1,1;
2014-05-18;null;965,8;18,1;31,1;25,7;21,9;64;42;8,5;2,3;
2014-05-19;null;966,6;18,3;30,3;24,6;20,9;69,1;48;8,5;1,8;
2014-05-20;null;966,1;17,8;30,8;25,2;20,6;65;42;8,1;2;
2014-05-21;null;965,8;18,2;31,6;25,7;21,1;64,1;41;9,1;1,6;
2014-05-22;null;966,3;20,4;30,8;25,6;22,4;74,3;50;7,3;1,2;
2014-05-23;null;966,8;20;31,6;25,7;21,6;73;45;8,2;1,4;
2014-05-24;null;966;19,2;33,3;26;21,3;69,2;34;6,1;1;
2014-05-25;null;966,8;17,6;31,9;25,3;19,2;65,6;33;5,4;1;
2014-05-26;null;967,9;15,9;31,5;23,9;17,5;64,9;31;6,9;1,3;
2014-05-27;null;967,7;15,7;32,7;24,1;16,2;61,9;33;7,4;1,3;
2014-05-28;null;966,1;18,3;31,4;24;17,4;72,5;43;4,8;1;
2014-05-29;null;967;20,8;27,9;23,2;21,8;86,6;62;7,3;1,1;
2014-05-30;null;966,9;18,7;29,9;24,3;20,5;73,4;47;7,5;1,5;
2014-05-31;null;967,2;16,9;29,4;23,8;20,2;66,9;44;8,8;1,8;
2014-06-01;null;965,9;17;29,8;23,4;18,3;69,4;43;9,2;1,8;
2014-06-02;0;964,9;17,5;30,9;24,2;18,1;68,6;40;6,8;1,5;
2014-06-03;0;965,3;18,1;32,1;24;18;72,3;33;7;1,1;
2014-06-04;0;965,8;16,9;31,7;24;18,1;68,8;32;7,2;1,4;
2014-06-05;0;966;16,3;31,2;24,5;18,8;63,2;35;8,1;1,5;
2014-06-06;0;965,3;17,1;31,6;24,6;18,4;65,3;39;8,3;1,8;
2014-06-07;0;965,6;17,4;30,8;24,5;19,5;66,8;40;9,7;1,9;
2014-06-08;0;966,3;17;31,4;25,2;21,4;62,2;38;8,8;1,6;
2014-06-09;0;967,7;16,8;31,3;24,5;19,8;64,3;39;7,6;1,9;
2014-06-10;0;968,4;18,1;30,6;25,1;20,4;66,1;49;10,4;2,6;
2014-06-11;0;968,7;15,8;29,9;24,6;20,5;59,8;35;10,8;2,7;
2014-06-12;0;968;16,5;30,1;24,1;20,3;63,3;41;9;2,5;
2014-06-13;0;968,8;18,5;29;24,4;19,6;70,3;52;8,9;1,9;
2014-06-14;0;968,4;18,1;30,4;24,3;19,1;70,8;41;6,6;1,5;
2014-06-15;0;967,8;16,9;31,5;25,1;20,1;62;39;10,4;1,9;
2014-06-16;0;968,2;15,4;31,6;25;20,9;57,6;30;9,4;2,2;
2014-06-17;0;968,8;17,2;31,4;25,6;20;60,8;38;9,3;2,2;
2014-06-18;0;969,4;18,6;30,2;25,4;22,1;66,8;50;9,1;2,1;
2014-06-19;0;970,1;19,3;30,1;25;21,3;71,6;46;6,5;1,6;
2014-06-20;0;969,2;15,1;30,9;24,7;20,4;56,9;32;8,6;2,2;
2014-06-21;0;968,9;14,3;30,3;24,1;17,4;56,8;29;9,5;2,2;
2014-06-22;0;968,9;15;30,9;24,6;19,8;57,4;33;10,5;2,7;
2014-06-23;0;970;16,6;30,3;25,1;20,9;60,2;41;9,3;2,5;
2014-06-24;0;969,7;17,2;28,9;24,4;21,1;64,7;49;9,6;2,4;
2014-06-25;0;967,6;15,8;31,3;25,1;21,5;56,9;37;10,6;2,2;
2014-06-26;0;967,3;16,6;30,9;24,7;18,1;62,1;38;9,1;1,8;
2014-06-27;0;968,4;19,6;28,9;24;21,2;76,8;56;6,5;1,1;
2014-06-28;0;969;17,7;30,5;25,4;21,8;63,5;44;8,3;2,1;
2014-06-29;0;968,6;17,3;32,1;25,7;20,5;61,5;34;8,5;1,5;
2014-06-30;0;967,8;15,7;31,9;25,2;19,8;57,6;31;8,4;1,9;
2014-07-01;null;967,3;13,2;33,4;25,5;19,9;49,5;23;9,3;1,7;
2014-07-02;null;968,2;14,1;32,5;25,3;17,4;52,9;28;7,4;1,6;
2014-07-03;null;970,2;17,1;30,3;24,6;19,1;63,8;43;9,8;2,1;
2014-07-04;null;970,3;15,3;30,9;24,6;19,2;57,8;35;9,1;2,3;
2014-07-05;null;969,5;14,1;31,3;24,5;19,6;54;30;10,7;2,3;
2014-07-06;null;970,1;14,9;31,3;24,9;20,6;55,7;32;10,6;2,5;
2014-07-07;null;970,8;13,9;30,6;24,5;19,9;53,3;32;11,6;2,8;
2014-07-08;null;970,1;14,2;31,1;24,5;18,2;54;37;10;2,3;
2014-07-09;null;969,3;16,8;30,5;25,2;19,8;60,9;38;7,6;1,9;
2014-07-10;null;968,4;14;31,7;25;19,1;53;30;9,6;2,4;
2014-07-11;null;968,5;12,6;32,3;24,3;16,4;52,1;23;8,7;1,7;
2014-07-12;null;969,2;15,9;32,8;24,1;17,6;62,2;34;11,4;1,2;
2014-07-13;null;970,8;17,5;30,6;24;20,4;70,1;35;9,5;1,8;
2014-07-14;null;970,2;14,9;31,5;25,5;20,7;53,4;31;9,3;2,6;
2014-07-15;null;970,6;17,5;28,1;24,1;19,9;66,5;54;8,8;2,4;
2014-07-16;null;971,1;16,5;31,6;25,2;20,4;60,8;33;8,6;1,8;
2014-07-17;null;971,2;16,1;31,8;25,6;20,3;57,7;31;9;2,2;
2014-07-18;null;970,6;17,6;31,4;25,2;21,6;64,1;41;8;1,8;
2014-07-19;null;969,9;17;31,8;25,8;22;60,7;33;9;1,8;
2014-07-20;null;969,9;14;32,1;25,1;17,8;54,3;26;8,5;1,9;
2014-07-21;null;969,8;13,9;32,5;25,1;17,6;53,6;26;8,1;2,1;
2014-07-22;null;970,2;13,5;31,5;25,1;20,1;50,3;30;9,6;2,7;
2014-07-23;null;970,2;12,9;32,5;26;21,5;46,7;22;9,6;2,7;
2014-07-24;null;969,1;14,4;32,4;25,3;18,9;52,5;28;10,1;2,5;
2014-07-25;null;968,3;14,7;33,2;25,4;17,1;56,4;26;11,1;1,9;
2014-07-26;null;968,2;16,4;31,5;25,1;20,6;63;29;8,1;2,1;
2014-07-27;null;968,6;14,2;32,5;25,3;18,1;54,3;27;10,6;1,8;
2014-07-28;null;970,7;18,1;27,9;23,3;19,1;73,7;50;6,6;1,3;
2014-07-29;null;971;15,4;27,9;23,9;21,1;59,9;41;11,1;2,5;
2014-07-30;null;969,9;15,2;30,5;24,1;19,7;59,6;32;11,5;2,4;
2014-07-31;null;969,2;13,4;31,5;24,3;18,9;54,3;25;9,4;2,2;
2014-08-01;null;969,6;14,3;31,6;25;18,4;53,4;29;7,9;2;
2014-08-02;0;969,3;14,2;32;25,4;19,3;52,5;28;8,1;2,3;
2014-08-03;0;968,3;14,4;33,6;25,8;17,8;52,5;26;10,1;1,9;
2014-08-04;0;968,7;15,5;33,6;26,4;18,5;54,7;28;6,7;1,6;
2014-08-05;0;969,2;15,2;33,2;26,6;20,6;51,7;28;8;2,1;
2014-08-06;0;969,4;14;31,8;26;19,5;50;27;11;2,7;
2014-08-07;0;969,9;16,3;31,3;25,1;21,1;59,2;38;13,9;3,2;
2014-08-08;0;970,2;16,7;28,7;23,3;18,6;67;48;13,4;2,6;
2014-08-09;0;969,3;13,6;31,3;24,6;19,6;53,5;29;10,4;2,9;
2014-08-10;0;969,4;15,8;31;24,5;20,9;59,7;36;10,5;2,6;
2014-08-11;0;969,8;14,3;31,6;24,6;20,7;55,3;29;10,7;2,9;
2014-08-12;0;969,5;11,8;31,9;24,8;17,2;47;25;11,7;2,7;
2014-08-13;0;968,8;12,8;32,5;24,9;18,3;51;23;9,1;1,8;
2014-08-14;0;968,9;13,8;33,1;26;20,1;50;25;9;2,5;
2014-08-15;0;970,1;12,3;32;25;20,1;47;27;12,5;3,4;
2014-08-16;0;970,9;13,3;30,9;23,8;18,2;52,9;30;10;2,5;
2014-08-17;0;969,2;13,3;32,2;25,4;19,8;50,1;25;12;2,9;
2014-08-18;0;968,5;12,5;32;24,9;18,5;49,3;24;10,3;2,7;
2014-08-19;0;968,1;12,3;32,8;25,3;18,4;47,8;21;10,6;2,5;
2014-08-20;0;969,2;13,8;32,5;25,3;18,6;51,6;28;10,1;2,3;
